Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Description,Followers,Best_Hour_To_Post,Virality_Score,Likes_per_Follower,Shares_per_Follower,Comments_per_Follower,Post_Length,Hashtag_Count,Description_Score
Post_2803,Twitter,#Music,Live Stream,USA,580864.0,103465.0,61418.0,35190.0,High,Experience the best of live stream with #Music!,58402,10.0,1.0,0.5,0.2,0.1,47,1,1
Post_449,TikTok,#Challenge,Tweet,Canada,112544.0,12459.0,57771.0,44943.0,Low,Experience the best of tweet with #Challenge!,4402681,0.0,0.0261597422116206,0.01,0.0131217773897313,0.0102080982019819,45,1,1
Post_2213,YouTube,#Challenge,Live Stream,Germany,2968614.0,8940.0,55512.0,39938.0,High,New trend in live stream just dropped #Challenge!,3794704,11.0,0.0275093920369019,0.01,0.0146288089927435,0.0105246680637014,49,1,1
Post_2222,Instagram,#Music,Video,Brazil,3603843.0,331779.0,44762.0,42966.0,Medium,New trend in video just dropped #Music!,616527,14.0,0.6804357311196428,0.5,0.0726034707320198,0.0696903785235683,39,1,1
Post_4772,Instagram,#Viral,Reel,Australia,17410.0,440302.0,87598.0,7090.0,Low,Amazing reel content you can't miss #Viral,323933,22.0,1.0,0.5,0.2,0.0218872421148817,42,1,1
Post_1241,Twitter,#Viral,Shorts,Brazil,1771174.0,91099.0,97414.0,3140.0,Low,Experience the best of shorts with #Viral!,814307,16.0,0.2353571810140401,0.111873040511748,0.1196281009496418,0.0038560395526502,42,1,1
Post_628,Twitter,#Education,Shorts,Brazil,3553691.0,492474.0,58976.0,850.0,High,New trend in shorts just dropped #Education!,644899,11.0,0.8564131747762054,0.5,0.0914499789889579,0.0013180358474737,44,1,1
Post_2065,YouTube,#Education,Live Stream,USA,2990937.0,437335.0,28808.0,37570.0,Low,Discover what everyone loves in live stream #Education,3050207,15.0,0.1651405953759859,0.1433787936359729,0.0094446049071423,0.0123171968328706,54,1,1
Post_1780,TikTok,#Gaming,Shorts,India,1753799.0,100757.0,89855.0,19963.0,Medium,Level up your shorts game with #Gaming,2669410,14.0,0.0788844725988139,0.0377450447851772,0.0336609962501077,0.007478431563529,38,1,1
Post_1804,Instagram,#Viral,Reel,India,3814814.0,395537.0,75050.0,32906.0,High,Amazing reel content you can't miss #Viral,1774685,19.0,0.2837083764160963,0.2228772993517159,0.0422891949838985,0.0185418820804818,42,1,1
Post_1788,Twitter,#Comedy,Live Stream,Germany,3197856.0,290226.0,21343.0,32394.0,Medium,Discover what everyone loves in live stream #Comedy,92087,17.0,1.0,0.5,0.2,0.1,51,1,1
Post_1384,Instagram,#Gaming,Tweet,Brazil,3717231.0,417599.0,10888.0,30642.0,Low,Amazing tweet content you can't miss #Gaming,546114,15.0,0.8407200694360518,0.5,0.0199372292232024,0.0561091640206989,44,1,1
Post_3337,Twitter,#Dance,Tweet,UK,4768756.0,256086.0,82449.0,1031.0,High,Experience the best of tweet with #Dance!,695980,19.0,0.4878962039139055,0.3679502284548406,0.1184646110520417,0.0014813644070231,41,1,1
Post_1630,Twitter,#Dance,Reel,USA,2110402.0,189604.0,40737.0,13834.0,High,Amazing reel content you can't miss #Dance,531998,19.0,0.4589772893883059,0.3563998360896093,0.0765735961413388,0.0260038571573577,42,1,1
,TikTok,#debate,Lifestyle,,,,,,,Have you ever seen something like this?,7901,,0.09294,0.046861,0.019193,0.026886,39,1,1
Post_2920,YouTube,#Viral,Post,Japan,2190234.0,240911.0,81339.0,14835.0,Low,Experience the best of post with #Viral!,7327404,2.0,0.0460033321487391,0.0328780834249073,0.0111006572041066,0.0020245915197251,40,1,1
Post_4110,TikTok,#Tech,Reel,USA,4712590.0,44050.0,5528.0,2830.0,High,Discover what everyone loves in reel #Tech,1747878,19.0,0.0299837860537177,0.0252019877817559,0.0031626921329749,0.0016191061389868,42,1,1
Post_3578,Twitter,#Challenge,Live Stream,USA,1080797.0,123510.0,46368.0,16690.0,Low,Amazing live stream content you can't miss #Challenge,10865,7.0,1.0,0.5,0.2,0.1,53,1,1
Post_4654,Twitter,#Music,Reel,Germany,3295406.0,452982.0,11731.0,12475.0,High,Experience the best of reel with #Music!,761098,10.0,0.6269731361795721,0.5,0.0154132582137911,0.0163907933012568,40,1,1
,Twitter,#thoughts #foodie,Travel,,,,,,,Agree or disagree? Let me know below.,45844,,0.063619,0.021566,0.011461,0.030592,37,2,1
Post_3058,YouTube,#Dance,Video,Germany,391207.0,313055.0,24804.0,6375.0,Low,New trend in video just dropped #Dance!,3933039,0.0,0.0875236680846541,0.0795962104621896,0.0063065736190258,0.0016208840034385,39,1,1
Post_1165,Instagram,#Fashion,Reel,Germany,2808211.0,93056.0,17427.0,27332.0,Low,Amazing reel content you can't miss #Fashion,207534,6.0,0.6640598648896084,0.4483891796043058,0.0839717829367718,0.1,44,1,1
Post_416,Twitter,#Music,Tweet,India,17826.0,347482.0,13497.0,25800.0,Medium,New trend in tweet just dropped #Music!,892670,8.0,0.433283296178879,0.3892614291955594,0.0151198091119898,0.0289020578713298,39,1,1
Post_618,Instagram,#Gaming,Post,Canada,3053227.0,132150.0,49242.0,48892.0,High,Discover what everyone loves in post #Gaming,102400,18.0,1.0,0.5,0.2,0.1,44,1,1
Post_3340,Twitter,#Gaming,Tweet,Japan,2386028.0,156812.0,98830.0,38728.0,Low,Level up your tweet game with #Gaming,821178,2.0,0.3584728280592027,0.1909598162639525,0.1203514950473588,0.0471615167478914,37,1,1
Post_4724,Instagram,#Viral,Video,Australia,1781924.0,79633.0,15583.0,15885.0,Low,Amazing video content you can't miss #Viral,535163,22.0,0.2076021698062085,0.1488013932203833,0.0291182312678567,0.0296825453179685,43,1,1
Post_2455,YouTube,#Fashion,Video,Brazil,1911934.0,414686.0,62802.0,17662.0,Low,Discover what everyone loves in video #Fashion,5094724,0.0,0.0971887780378289,0.0813951845085229,0.0123268699148373,0.0034667236144686,46,1,1
Post_1448,Twitter,#Challenge,Video,Brazil,4822497.0,93252.0,89723.0,22110.0,Low,Discover what everyone loves in video #Challenge,166722,15.0,1.0,0.5,0.2,0.1,48,1,1
Post_585,YouTube,#Tech,Video,Canada,1880584.0,376512.0,76764.0,34314.0,Medium,Discover what everyone loves in video #Tech,1285223,21.0,0.379381632603836,0.2929546078773878,0.059728156125435,0.0266988686010132,43,1,1
Post_2229,Twitter,#Gaming,Post,USA,4210489.0,127953.0,19306.0,21718.0,Low,What are your thoughts on this post post? #Gaming,229859,3.0,0.7351332773569884,0.5,0.0839906203368151,0.0944840097625065,49,1,1
Post_1790,YouTube,#Fashion,Shorts,Japan,522517.0,264048.0,81370.0,35137.0,Medium,Experience the best of shorts with #Fashion!,7405358,8.0,0.0513891428341479,0.0356563450409824,0.0109879900472063,0.004744807745959,44,1,1
Post_2734,Twitter,#Viral,Live Stream,UK,1332493.0,308312.0,80258.0,33772.0,High,Discover what everyone loves in live stream #Viral,700441,19.0,0.6029658458028585,0.4401684081885555,0.1145820989919208,0.0482153386223821,50,1,1
Post_2372,Twitter,#Fashion,Tweet,Canada,4201548.0,235903.0,65461.0,45899.0,Low,Experience the best of tweet with #Fashion!,625644,3.0,0.5550488776364834,0.3770562812078434,0.1046297894649353,0.0733628069637046,43,1,1
,Twitter,,Video Games,,,,,,,night,35559,,0.011696,0.01,0.002,0.002102,5,0,0
Post_1068,YouTube,#Comedy,Tweet,Brazil,1193284.0,301260.0,95595.0,13072.0,High,New trend in tweet just dropped #Comedy!,3540298,10.0,0.1157888403744543,0.0850945315902785,0.0270019642414282,0.0036923445427475,40,1,1
Post_2546,Twitter,#Tech,Post,Germany,4002361.0,185270.0,4346.0,44739.0,High,Discover what everyone loves in post #Tech,324589,10.0,0.7220053667869213,0.5,0.0133892399311128,0.1,42,1,1
Post_1620,TikTok,#Fashion,Reel,India,1775119.0,140839.0,55814.0,25850.0,Medium,Amazing reel content you can't miss #Fashion,632279,17.0,0.3519063577945812,0.2227481855320199,0.088274321936993,0.0408838503255683,44,1,1
,Instagram,#comment #foodie #foodie,Travel,,,,,,,Debating if this was worth it. What do you think?,58421,,0.0513599999999999,0.026042,0.008425,0.016893,49,3,1
Post_144,Twitter,#Comedy,Shorts,India,50082.0,70708.0,277.0,25036.0,Low,Amazing shorts content you can't miss #Comedy,529820,23.0,0.1812332490279717,0.1334566456532407,0.002,0.0472537843041032,45,1,1
Post_4064,TikTok,#Education,Post,UK,4266731.0,179238.0,79039.0,23497.0,High,Discover what everyone loves in post #Education,2373009,11.0,0.118741226855861,0.0755319512062533,0.0333075011514916,0.0099017744981161,47,1,1
Post_4097,Instagram,#Fitness,Reel,Brazil,2073379.0,109399.0,75728.0,12420.0,High,Amazing reel content you can't miss #Fitness,260254,19.0,0.7590546158752604,0.4203547303787838,0.2,0.0477226094507673,44,1,1
Post_1807,Twitter,#Gaming,Reel,Brazil,4069431.0,39427.0,57084.0,12631.0,High,What are your thoughts on this reel post? #Gaming,183338,20.0,0.5953048467857182,0.2150508896137189,0.2,0.0688946099553829,49,1,1
Post_3721,Twitter,#Fashion,Video,Australia,2112062.0,123124.0,70698.0,21339.0,High,What are your thoughts on this video post? #Fashion,38422,10.0,1.0,0.5,0.2,0.1,51,1,1
Post_2999,TikTok,#Tech,Tweet,UK,3741009.0,313649.0,63218.0,9632.0,High,Level up your tweet game with #Tech,3173687,11.0,0.121782330771749,0.0988279562540351,0.0199194186446237,0.0030349558730901,35,1,1
Post_3335,Instagram,#Tech,Post,Germany,2875293.0,19233.0,44540.0,47447.0,Low,Level up your post game with #Tech,27127,16.0,1.0,0.5,0.2,0.1,34,1,1
Post_4502,TikTok,#Challenge,Shorts,India,3123791.0,288683.0,39757.0,32872.0,Medium,New trend in shorts just dropped #Challenge!,3984267,17.0,0.0906846855393978,0.0724557365256896,0.0099784979269712,0.0082504510867369,44,1,1
Post_4377,TikTok,#Music,Tweet,Germany,4603856.0,171523.0,44524.0,46309.0,Low,Discover what everyone loves in tweet #Music,3946817,3.0,0.0664728058078193,0.043458564205029,0.0112809892123197,0.0117332523904706,44,1,1
Post_4460,Twitter,#Viral,Shorts,USA,1658784.0,386659.0,53867.0,26339.0,High,Discover what everyone loves in shorts #Viral,595850,11.0,0.7835277334899722,0.5,0.0904036250734245,0.0442040782076025,45,1,1
Post_4546,YouTube,#Challenge,Live Stream,Brazil,4035023.0,480450.0,83498.0,1828.0,High,Level up your live stream game with #Challenge,7588890,10.0,0.0745531955266185,0.0633096539810169,0.0110026631035632,0.001,46,1,1
Post_4294,YouTube,#Challenge,Reel,Japan,1471005.0,425853.0,71495.0,7053.0,High,Discover what everyone loves in reel #Challenge,7612548,19.0,0.0662591552788895,0.0559409280572023,0.009391730600582,0.001,47,1,1
Post_595,TikTok,#Viral,Reel,Japan,3988342.0,364965.0,35233.0,5962.0,Low,What are your thoughts on this reel post? #Viral,4804649,1.0,0.0845347911991073,0.0759608037964896,0.0073331059147088,0.0012408814879088,48,1,1
Post_4494,TikTok,#Music,Video,Japan,1421637.0,402011.0,97806.0,29398.0,High,Experience the best of video with #Music!,3045442,18.0,0.173772805392452,0.1320041557186116,0.0321155352819065,0.0096531143919339,41,1,1
Post_3821,YouTube,#Dance,Shorts,UK,631007.0,169838.0,42819.0,37051.0,Low,New trend in shorts just dropped #Dance!,9419199,7.0,0.0265105344944936,0.0180310448903351,0.0045459279499244,0.003933561654234,40,1,1
Post_2826,Twitter,#Comedy,Video,USA,4533943.0,426510.0,48183.0,8972.0,Medium,Discover what everyone loves in video #Comedy,985786,13.0,0.4906389419204573,0.4326598267778199,0.0488777483145429,0.0091013668280945,45,1,1
Post_821,Instagram,#Education,Video,Canada,224135.0,47344.0,43245.0,29392.0,High,Experience the best of video with #Education!,1025501,18.0,0.1169974480765986,0.0461667029091146,0.0421696322090373,0.0286611129584466,45,1,1
Post_4100,TikTok,#Tech,Tweet,UK,4582065.0,146904.0,82138.0,15494.0,Low,Experience the best of tweet with #Tech!,902402,5.0,0.2709834419693219,0.1627921923931906,0.0910215181260679,0.0171697314500632,40,1,1
Post_1941,Instagram,#Music,Live Stream,India,4781276.0,315498.0,49235.0,27630.0,Low,New trend in live stream just dropped #Music!,771640,1.0,0.5084793426986678,0.4088668290912861,0.0638056606707791,0.0358068529366025,45,1,1
Post_1217,YouTube,#Comedy,Live Stream,Germany,4989820.0,166706.0,39793.0,15510.0,High,Level up your live stream game with #Comedy,6526115,19.0,0.034018554683759,0.025544447194081,0.0060975021126658,0.0023766053770122,43,1,1
Post_4135,Twitter,#Music,Reel,India,3285708.0,265284.0,24271.0,48485.0,Low,Discover what everyone loves in reel #Music,3024,4.0,1.0,0.5,0.2,0.1,43,1,1
Post_4635,Twitter,#Comedy,Reel,UK,3468794.0,497381.0,12068.0,13122.0,Low,Level up your reel game with #Comedy,843758,4.0,0.6193375351700369,0.5,0.0143026792042268,0.015551852545398,36,1,1
Post_829,YouTube,#Fashion,Post,Japan,4586518.0,265120.0,57069.0,18054.0,Medium,Discover what everyone loves in post #Fashion,9632139,14.0,0.0353237219687132,0.0275245197354398,0.005924852205725,0.0018743500275483,45,1,1
Post_432,Instagram,#Viral,Video,Japan,2573525.0,244672.0,62989.0,24852.0,Low,What are your thoughts on this video post? #Viral,679251,3.0,0.489528907576139,0.3602085238004802,0.0927330250525947,0.036587358723064,49,1,1
